"","County","Waterbody.Name","Station.Name","WBIC","Site.Seq.No","Swims.Station.Id","Fishkill.Inv.Seq.No","Investigation.Start.Date","Season","Season1","Year","Stream.Miles.or.Lake.Acres.Affected","Confidence.Of.Cause.Code","Cause.Category","Cause.Type","Primary.Land.Use","Mortality.Code","Detail.Cause.Type","Investigation.Start.Month","Cause.Category.4","Min.Kill.Size","Sunnies","Bluegill","Crappie","Bass","Bullhead","Suckerfish","Trout","Gizzard.Shad","Round.Goby","Cisco","Pike","Snail","Muskies","Walleye","Carp","Sheapshead","Perch","Catfish","Sculpin","Stickleback","Minnow","Bigmouth.Buffalo","Pumpkinseed","Drum","Darter","Dace","Chub","Crayfish","Redhorse","Frogs","Sunfish","Golden.Shiner","Blowfin","Dogfish","Sturgeon","X..Fish.Species.Confirmed","Panfish","Game.Fish","Estimated.Numeric.Kill.Size","Activity.Desc","Recommended.Action.Desc","Fish.Kill.Comment"
"273","MILWAUKEE","GREENFIELD PARK POND","GREENFIELD PARK POND",200,104432,104432,595,"07-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"274","MILWAUKEE","GREENFIELD PARK POND","GREENFIELD PARK POND",200,104403,104403,555,"07-Apr-2008","Summer","Winter",2008,5,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",51,"","",""
"275","MILWAUKEE","HOLLER PARK POND","HOLLER PARK POND_GENERAL LAKE STATION",9400,110627,10004056,77,"19-Jan-2006","Winter","Winter",2006,0.3,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","","TOTAL","COMPOUND ENVIRONMENTAL STRESS","Jan","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.3,"Industrial","",""
"276","MILWAUKEE","HUMBOLDT PARK POND","HUMBOLDT PARK LAGOON - COUNTY PARKLAND",9700,104414,104414,31,"30-Aug-2004","Summer","Summer",2004,3,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","Residential/Parkland","SELECTIVE","COLUMNARIS","Aug","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1,"UNKNOWN","UNKNOWN",50.6,"County parkland - large numbers of Canada geese observed, along with goose feces","Prohibit geese from accessing shoreline or install buffer strip to prevent immediate deposition into water.",""
"277","MILWAUKEE","HUMBOLDT PARK POND","HUMBOLDT PARK POND_GENERAL LAKE STATION",9700,110701,10004023,563,"09-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"278","MILWAUKEE","JUNEAU PARK LAGOON","JUNEAU PARK LAGOON_GENERAL LAKE STATION",44600,110846,10004048,13,"22-Jun-2004","Summer","Summer",2004,11,"SUSPECTED","NATURAL","UNKNOWN ENVIRONMENTAL CONDITION","Public Park","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",52.2,"Park land","none",""
"279","MILWAUKEE","KOSCIUSZKO PARK POND","KOSCIUSZKO PARK POND",10000,104402,104402,78,"25-Jan-2006","Winter","Winter",2006,3.4,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","Residential","SELECTIVE","DISSOLVED OXYGEN","Jan","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.68,"Residential and Commercial","",""
"280","MILWAUKEE","LAKE MICHIGAN","LAKE MICHIGAN",20,104433,104433,574,"12-Jun-2007","Summer","Summer",2007,NA,"SUSPECTED","UNKNOWN","INFECTIOUS AGENTS","Public Beach","SELECTIVE","UNKNOWN INFECTIOUS AGENT","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50,"","",""
"281","MILWAUKEE","MCCARTY PARK POND","MCCARTY PARK POND_GENERAL LAKE STATION",16600,22871963,10022899,600,"10-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"282","MILWAUKEE","MCGOVERN PARK POND","MCGOVERN PARK POND_GENERAL LAKE STATION",10300,22871984,10022901,605,"10-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"283","MILWAUKEE","MILWAUKEE RIVER","MILWAUKEE RIVER AT HUMBOLDT AVE",15000,10175131,413929,2921,"15-Jul-2012","Summer","Summer",2012,3.2,"SUSPECTED","UNKNOWN","UNKNOWN","Watershed-wide gradient natural open space to rural agriculture to high density urban. Local to the report fish kill, urban with natural park and open space corridor.","SELECTIVE","DISSOLVED OXYGEN","Jul","SUMMERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.64,"","",""
"284","MILWAUKEE","MITCHELL PARK POND","MITCHELL PARK POND - MITCHELL PARK POND",10500,8407089,10007834,76,"17-Jan-2006","Winter","Winter",2006,2.3,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","","TOTAL","COMPOUND ENVIRONMENTAL STRESS","Jan","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",52.3,"Residential/ Industrial","",""
"285","MILWAUKEE","MITCHELL PARK POND","MITCHELL PARK POND - MITCHELL PARK POND",10500,8407089,10007834,613,"07-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"286","MILWAUKEE","OAK CREEK","OAK CREEK",14500,104409,104409,772,"26-Jul-2007","Summer","Summer",2007,NA,"UNKNOWN","UNKNOWN","TOXICITY","Residential","SELECTIVE","ANTHROPOGENIC CONDITION","Jul","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50,"Mainly residential with an industrial park upstream of the initial area investigated.","Referred to SER ANTHROPOGENIC CONDITIONs Coordinator",""
"287","MILWAUKEE","OAK CREEK","OAK CREEK US OF 15TH AVE, N OF BEECH ST",14500,7539,413913,3081,"16-Aug-2012","Summer","Summer",2012,1,"SUSPECTED","ANTHROPOGENIC","TOXICITY","Mixed urban with small amounts of agricultural row crops in mid- and upper-reaches of watershed","TOTAL","ANTHROPOGENIC CONDITION","Aug","ANTHROPOGENIC CONDITION","Large Number","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",4,"UNKNOWN","UNKNOWN",201,"Road constructioon ~ 2 miles upstream of impacted reach","Complete synoptic field assessment for fish and macroinvertebrates","I did not observe any stressed or live fish due to the high turbidity, dead or stressed invertebrates, or other wildlife at any of the sites. I estimated 200-300 dead fish in the ~500-ft of stream that I walked. ~80% were White suckers of various year classes 3-12 inches; ~15% Creek chubs also of multiple year classes; and <5% as Green sunfish, Central mudminnow, and a single Black bullhead. None of the inspected fish displayed any obvious deformities, eroded fins, lesions, tumors (DELTs), or parasites. This suggests that the killing agent was not selective among fish species or age-class."
"288","MILWAUKEE","SAVELAND PARK POND","SAVELAND PARK POND",11500,104404,104404,80,"31-Jan-2006","Winter","Winter",2006,0.4,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","RESIDENTIAL","TOTAL","DISSOLVED OXYGEN","Jan","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.4,"RESIDENTIAL","",""
"289","MILWAUKEE","SAVELAND PARK POND","SAVELAND PARK POND",11500,104404,104404,568,"08-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"290","MILWAUKEE","SCOUT LAKE","SCOUT LAKE_GENERAL LAKE STATION",6100,112950,10004052,623,"09-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"291","MILWAUKEE","UNNAMED DITCH OR CANAL T7N-R22E-S29","BURNHAM CANAL (MILWAUKEE RIVER ESTUARY)",3000042,128470,10010869,1960,"14-Mar-2011","Winter","Winter",2011,1.5,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","Industrial","SELECTIVE","DIRECT TEMPERATURE STRESS","Mar","WINTERKILL","UNKNOWN","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",50.3,"The site of the kill is located in a heavily industrialized section of the City of Milwaukee.  Combined sewer outfalls are present in the area, as is the discharge from a coal-fired power plant.","Monitor situation and wait for results of fish pathology tests.","Kill appears to be confined to this particular section of the Menomonee River and adjoining canals, and appears to have affected only yearling gizzard shad."
"292","MILWAUKEE","UNNAMED LAKE OR POND T5N-R22E-S16","MILLER PARK POND - HIGH SCHOOL",380,104405,104405,81,"31-Jan-2006","Winter","Winter",2006,0.5,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","RESIDENTIAL","SELECTIVE","DISSOLVED OXYGEN","Jan","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.1,"RESIDENTIAL - HIGH SCHOOL","",""
"293","MILWAUKEE","UNNAMED LAKE OR POND T6N-R21E-S30","SCHOETZ PARK POND_GENERAL LAKE STATION",390,22872001,10022902,618,"04-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","",""
"294","MILWAUKEE","WASHINGTON PARK POND","WASHINGTON PARK LAGOON - WASHINGTON PARK LAGOON",14400,43453,10004020,628,"08-Apr-2008","Summer","Winter",2008,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.2,"","none",""
"295","MONROE","BEAVER CREEK","BEAVER CREEK_BOSSARD EVANS PARK",1659000,22952257,10028727,1110,"06-May-2008","Summer","Winter",2008,0,"KNOWN","ANTHROPOGENIC","TOXICITY","Urban","TOTAL","ANTHROPOGENIC CONDITION","May","ANTHROPOGENIC CONDITION","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",2,"UNKNOWN","UNKNOWN",100,"Fire station","","Species killed included Brown trout (7-collected), and sculpin (4-collected) many others observed dead (50+)"
"296","MONROE","TOMAH LAKE","LAKE TOMAH_GENERAL LAKE STATION",1342100,122581,10004111,44,"04-Apr-2005","Summer","Winter",2005,225,"UNKNOWN","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","Agriculture","SELECTIVE","ANTHROPOGENIC CONDITION","Apr","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",95,"Watershed dominated by agriculture.","None at this time",""
"297","MONROE","TOMAH LAKE","LAKE TOMAH_GENERAL LAKE STATION",1342100,122581,10004111,94,"10-Jul-2006","Summer","Summer",2006,225,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","Agriculture in watershed, urban on shoreline","SELECTIVE","UNKNOWN INFECTIOUS AGENT","Jul","INFECTIOUS AGENT","UNKNOWN","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",95,"Nothing unusual","No recommended action at this time.",""
"298","OCONTO","BOUNDARY LAKE","BOUNDARY LAKE_GENERAL LAKE STATION",499000,109281,10001410,11,"17-Jun-2004","Summer","Summer",2004,37,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","Residential","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",57.4,"","",""
"299","OCONTO","CHUTE POND","CHUTE POND_GENERAL LAKE STATION",462520,109555,10004131,1165,"18-Jun-2008","Summer","Summer",2008,5,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","Forest and recreational residences","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Few","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",4,"UNKNOWN","UNKNOWN",26,"none","none","Dead fish were observed for about 100 yards along shoreline.  Around 50 fish, including bluegill, pumpkinseed, black crappie and rock bass were observed."
"300","OCONTO","CHUTE POND","CHUTE POND_GENERAL LAKE STATION",462520,109555,10004131,1429,"11-Jun-2009","Summer","Summer",2009,20,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","Lakeshore residential developement.","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",54,"Lots of lawn care, Water ski, Jet ski, Fishing","None- Lake residents say it happens every year","Case is closed. Columnaris is confirmed by Sue Marquenski."
